Unnamed: 0,id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,audio_to_text,caption_to_text

Jurong East Every 04 min



BestSectin 

e  ov cures

Leave Now
e VHotel Laven Cc 2

70 Jellicoe Rd Singapore 208767

eng  ION Orchard
lee 2 Orchard Turn Singapore 238801

275 cal 67min  Gt 134 cal

Bikes

Suggested

23 min

Every 10 min from Lavender

f 17517 145 29 min
 in 8 12 24 min from Bef Crawford Bridge

12233 115 2B min

 in 7 8 14 min from Lavender Stn Exit AICA

65 105  3A min

 in 5 13 31 min from Aft Allenby Rd

91757 145 WT min

 in 8 12 24 min from Bef Crawford Bridge

Evony  The Kings Return
Join now to play the No1 hit game

  

Classic Bus Traint Walk Less Simple Tur

Dr fe NfON


1034  wil LE

Baeary
 Pra hkwy 4 2

iW

NOVENAIDS GEYLANG
y KS  in 7 12 24 min 2
78 Ry

A
Ory Fs
UITTLE INDIA 

a

Grange

CHINATOWN
v

es
TANJONGPAGAR
TPURMEL a

sf 1757

x

115  29 min

Walk to EJ Bef Crawford Bridge

5 min
 01339

 175 or 7  Clementi Int

1 175 Clementi Int 5 7 ain
2 7 Clementi Int HF 42 min
2 7 Clementi Int 8 24 min
 175 Clementi int a8 25 min

ay

 oy

Grange

ve Vatey a 
Q

Rs 117517 145  29 min

Walk to E Bef Crawford Bridge 5 min
 01339

f 175 or 7  Clementi Int

175 Clementi Int 8 7 min

2 7 Clementi int 58 Oana

f 7 Clementi Int HE 24 min

 175 Clementi Int HO 25 min

f 7 Clementi Int 111
B Bef Crawford Bridge  01339 1142
 13 stops 18 min
BE orchard Stn Exit 13  09022 1159

Walk igen

ION Orchard
2 Orchard Turn Singapore 238804

_  Walk to EJ Bef Crawford Bridg 4   WY
 01339

175 or 7  Clementi Int

3 175 Clementi Int J T min
 7 Clementi Int C 12 min
7 7 Clementi Int  24 min
7 175 Clementi Int u 25 min

 7 Clementi Int 111

6  Bef Crawford Bridge  01339

EB orchard Stn Exit 13  09022

 war

ION Orchard
2 Orchard Turn Singapore 238801

ew
7 4 SS

 Report issue

in Citymapper CLUB

a LTE

Walk to EJ Bef Crawford Bridag
 01339 f

4175 or 7  Clementi Int 12 nin

7 175 Clementi Int J T min
 7 Clementi Int  42 min
1 7 Clementi Int  24 min
2 175 Clementi Int u 25 min

2 7 Clementi Int 111

FE Bef Crawford Bridge  01339

6  Orchard Stn Exit 13  09022

Walk

ION Orchard
2 Orchard Turn Singapore 238801

we
 6 

GB Report issue

LE

Walk to EJ Bef Crawford Bridag
 01339 f

4175 or 7  Clementi Int 24 in

f 7 Clementi Int  12 min
 7 Clementi Int  24 min
1 175 Clementi Int  25 min
2 7 Clementi Int 111

2 175 Clementi int 112

FE Bef Crawford Bridge  01339

6  Orchard Stn Exit 13  09022

Walk

ION Orchard
2 Orchard Turn Singapore 238801

w

GB Report Issue

Semoga berguna yaa infonya
"
107,109_post,https://www.tiktok.com/@visit_singapore/video/7146514007170485506,Visit Singapore,22,1.5M,8.1M,2022-9-23,/@visit_singapore,visit_singapore,When the views are giving main character energy ✨,"['visitsingapore', 'unreal', 'traveltok', 'cinematic', 'singapore']",81.4K,1977,755,286,," 2
ATE YOUR PHONE
UNREAL MOMENTS

___ ROTATE YOUR PHONE a
RUNREAL MOMENTS

ESTAS

QcLEMENTI FOR
bs 

 Q Bukit TMAH

Py aii
vyy



fe


iit

Fllbak
Mie ae

j

 Q RovAL ALBATROSS

P
ati
Q ROYAL ALBATROSS

QO Rovat ALBATROSS 

"
108,110_post,https://www.tiktok.com/@chelgania/video/7234900122105171206,Rachel Gania on YT & iG,183,167.8K,8.5M,2023-5-19,/@chelgania,chelgania,here are places we visited in Singapore 😝❤️ ,"['singapore', 'singaporetiktok', 'singaporetravel', 'singaporelife', 'igworthy', 'traveltiktok', 'travel', 'traveltok', 'outfitideas', 'transitionideas']",235,90,21,1,,"Fort Canning Tunne
Fort Canning Road Singapore

Re iF

rt Canning Tunhel 

x Road Singapore
Za

it

J
SS
J

y ie
wa  CaN

"
109,111_post,https://www.tiktok.com/@visit_singapore/video/7205144172695653640,Visit Singapore,22,1.5M,8.1M,2023-2-28,/@visit_singapore,visit_singapore,Are we the (new) city that never sleeps? Time to join Getai* singer Sherraine Law on a nightlife adventure!,"['passionmadepossible', 'singaporeimagine', 'visitsingapore', 'traveltok', 'nightlife']",25.7K,87,66,16,go on a night ride through the streets even better if it's on a Trisha the Night Comes Alive in this theatrical set that transports you into the city's past this Asian cultural theme song,"See the nightlife with a
Getai singer
e nightlife With a
ye
Getai singer

_TRISHAWUNGLEE


TRISHAW UNCLE

TRISHAW UNCLE

T

 TRISHAW UNCLE

Even better if its on a 

sa mmm riSHAVS a

 eS  oe
 
 2 Te  

 TRISHAW UNCLE

f
OH STORIES

in this theatrical set

ti
OH STORIES

t
OH STORIES


OH STORIES

Hen sports you into



_ thecitysspast 

a
OH STORIES
Vi
HAW PAR VILLA

So


HAW PAR VILLA 

hasa different beat to it

after 
er sundown

sa different beat to it
after sundown
"
110,112_post,https://www.tiktok.com/@esyfilms/video/7203283476051692807,Eric - Aesthetic Food Creator,926,33.2K,658.3K,2023-2-23,/@esyfilms,esyfilms,SAVE THIS! Best Gukbap in Singapore (only lunch time!),"['singapore', 'sgfoodie', 'tourism', 'toursingapore', 'travelsg', 'singaporelife', 'sgfood', 'koreanfood', 'foodie', 'foodsofsingapore', 'whattoeat', 'wheretoeat', 'porkricesoup', '국밥', '오늘뭐하지', 'esy_life', 'koreandrinks', 'koreancuisine', '싱가포르맛집', '오늘뭐먹지', 'esysingapore', 'ricewine', '돼지국밥', '밀양돼지국밥', '부산국밥', 'esyfilms']",8247,3668,1639,41,I've been waiting for almost a year to eat here this is what we called one of my favorite brought soups in Korea for hangover today we're here we ordered two types of technical stuff one is the person's,"Pork Ri 
Soup N oe

in  ngapore
os ittl
toy

wag Be

yrF

_

Best

Pork Rice
Soup  
in Singapore

dwaeji

Best
Pork Rice

oup
in Singapore



Best t
Pork Rice

Sou
in Singapore

5
PorkRt 
or
Soup e

in Ete

 zx
Es

hangover
_ Best 
Pork Rice
Soup

ui Singapore

ee

 


 y ny
Best é 
Pork Rice  r

Soup  _

in Singapote 
 

"
111,113_post,https://www.tiktok.com/@elroseb_/video/7138800575566597381,Els 🦋,207,179,5635,2022-9-2,/@elroseb_,elroseb_,Day 1 done! I’ve never been so exhausted but I’m so grateful to explore this beautiful country. Bring on tomorrow when I’m feeling more human 🥹 ,"['travel', 'travelling', 'singapore', 'travelvlog', 'vlog']",4019,91,16,188,how old is Singapore with me Google,"TizaVellanto Singapore
Travel to Singapore

with me 

7 
  ietoome to Terminal 2
RA
an

NS

ab
SO eeee

SQ

SN
Sp
Wr 

x
NA

WN
SSS

sed over bythe villa
my farily 20m

thought taking care
the winter Ozgmaybe th

ae

thian and lout of

buried any tacelin the pillow pulling th
vided for ther if those

4 Seam iad indeed prov
the moment 1 crossed the wall ten
f  turn more than celebrate

ipposed that if hed invited

je with Pr

3 Blankets

pathetic compliment 1s
are my life he couldnt be completely

oth over our

e there would be some

ome loophole to get whatev

Wiegoive here to

__ wheel eras
Bil beginning M

hed just been tryingto smc

Bedtime to try
Recover from this

jet lag
Bedtime to try
recover from this
jet lag
Bedtime to try
recover from this
jet lag
"
112,114_post,https://www.tiktok.com/@itskatherineho/video/7234688923648232747,Katherine Ho,1303,9986,285.4K,2023-5-19,/@itskatherineho,itskatherineho,Couldn’t come to Singapore and not do this 😂 ,"['singaporetravel', 'crazyrichasians', 'soundtrack', 'yellow', 'mandarin', 'singing', 'marinabaysands', 'newtonfoodcentre', 'gardensbythebay', 'supertreegrove', 'aapifamily']",127.5K,8668,941,633,crazy Rich Asians soundtrack and I finally got to visit some of the landmarks that the movie was filmed at home,"3 Fie 
 Uy

nes BR me ners
a

Eee

arina



Sands
Bay Sands

7 WE oe

 an ue 3

arina


a
O
ie
fe
fe
ing
5
cy
4


ly
5
te
Or
oO
ge
3

a LL
ey
z
e

 Newton Food



the Bay 


f
a

ae
Ke
_

Oo

Tt


ce
a

iS


ne
FW
ee

xe

ic
Oo

T

Gardens By the Bay 

Gardens By the Bay 
Supertree Grove

1
 Gardens By the Bay 

oO

ome
 a

D4
oO


0
fol

7p

  Gardens By the Bay  Ap
  Supertree Grove 

 _

 Gardens By the Bay 
 Supertree Grove  vere


   
 ee 4
esr i
wr ae 4 5 

7

 Gardens By the Bay 
Supertree Grove

iz 



 i 
 
 
 

 
 J
 Gardens By the Bay 

Supertree Grove at

gg

 Gardens By the Bay 
Supertree Grove

"
113,115_post,https://www.tiktok.com/@ste.ppi/video/7191782598425808130,steppi,87,30,241,2023-1-23,/@ste.ppi,ste.ppi,DIY Budget Singapore Travel 🫶🏻 ,"['singapore', 'diy', 'fyp', 'travel']",189,79,27,8,,"INS
3a Bye raeefate
4aduitts
ROTICKET 7  
P5200000_

RT TICKET
3200000 

RT TICKET
P5200000

CHECK IN BAGGAGE
P140000
CHECK IN BAGGAGE
P140000
CHECK IN BAGGAGE
  140000
CHECK IN BAGGAGE
P140000
CHECK IN BAGGAGE
P140000
TRAIL TK
iFOLS0000

TAAL TK
65480200

 i
7 GARDENS BYSDHERBAY
P21500100



é

s
YJ
y
SY

AX

YERSAL STUDIOS

NETSPAY 
4800
 NETSPAY
 Se As00_
NETSPAY
 Se SGD46800

y 3
_
GRAB
SGD 5900
wr

GRAB
SGD 3900
cm UNS

GRAB Pe
SGD 3900
Sor




Food  Pasalubong
Pl660000
ANAK
We x

SOL
SOc

Food  Pasailubong
P1660000
WY

NAY
Wwe
WN

KV
AJ
SW

Ze

LEZ


Sl ZZ

TT

"
114,116_post,https://www.tiktok.com/@visit_singapore/video/7171739910993448193,Visit Singapore,22,1.5M,8.1M,2022-11-30,/@visit_singapore,visit_singapore,Speed travel mode: Activated 🏃💨 ,"['visitsingapore', 'singapore', 'hyperlapse', 'passionmadepossible']",209.5K,740,6066,1670,,"



Ss
ey CONCI
HALL
VICTORIA CONCERT
HALL
THE FULLERTON HOTEL
SINGAPORE
THE FULLERTON HOTEL
SINGAPORE

 Ria Pt
a  mi ML ah
2s sa


2 THE FULLERTON HOTEL
Bs SINGAPORE

FORT CANNING PARK
FORT CANNING PARK


 FORT CANNING PARK
FORT CANNIN
i MRE
ONAL GALLER
SINGAPORE Sa

Nb

i NN



GALLERY

SINGAPORE

NATIO




4





y


CHIJMES
"
115,117_post,https://www.tiktok.com/@lgdm0213/video/7203335355678854427,Lou DM,125,653,25.6K,2023-2-23,/@lgdm0213,lgdm0213,First travel of 2023 ✈️ ,"['singapore', 'singapore2023', 'singaporetravel', 'singaporetrip', 'travel2023']",2500,1099,293,73,let's go to Singapore but first let's eat brunch 6 days and five nights in Singapore landed in Singapore around 5:00 p.m. hotel is located in Orchard a lot of malls restaurants and cafe nearby the gardens by the bay clubart science museum at Marina Bay Sands see your art comes to life restaurant,"Jewel Changi Air

3

Ws WoT hed
Wh ay

mes
V f

2
yer
wai

UNIWERSAL EXPRESS
RAE

S UNIUERSAL EMPRESS 
ep  taiE

ER sun



Mon  Fri
3pm  lam

Eve of PH  PH
72noon  lam

Except Authorised
Vehicles

Mon  Fri
3pm  lam
Sat Sun
SEve of PH  PH
T2noon  lam

 Except
Vehicles

ara 87 Py P
"
116,118_post,https://www.tiktok.com/@charpipoy/video/7177985977019878682,chapiun🌞,100,2968,197.3K,2022-12-17,/@charpipoy,charpipoy,Sefruit rekomendasi buat yang mau traveling ke singapore! 🌃 ,"['singaporetravel', 'mustvisitsingapore', 'traveltiktok', 'sgtravel', 'wisatasingapore']",14.3K,9068,1634,84,,"Vy i ag SS

Agape K ES  
Seis i es

super eye pleasing 
super eye pleasing
17

TT 1
dT
MT

re
ll

uge Sentosa
ielperson

ga adahe

Degan goany emang kébuka ban

sgeatbelt dkk HAHAH Sy

"
117,119_post,https://www.tiktok.com/@angusvsdonuts/video/7252703413534772481,Angus Tan,65,27.5K,1.4M,1w ago ,/@angusvsdonuts,angusvsdonuts,IS THIS THE BEST SALTED EGG CHICKEN RICE IN SINGAPORE?? LETS GOOO ,"['cheapeats', 'sgeats', 'cheap', 'foodie', 'saltedegg', 'cheaptravel']",2229,603,140,21,what is the best holiday chicken rice in Singapore whenever I ask for something you can recommendations this song always gets mentioned at 5. 0,"OOD

Salted Egg

Diced Chicken

  aoa
Sy reSEPONK RIDS WHE
A 

 in ah
Bee
ited Egg

ced Chicken w

seally aferable

ited Egg
red Chicken w Rice

 that looks

G

 W

a OW  ny 10 
mo H
  i
a 4 ty
i Op
personally
Hy NIN
  i  s

am
L 
 i 
cae 

nitty




W Uf 

N
Ma   vA
4



A

"
118,120_post,https://www.tiktok.com/@minniross/video/7231576998865390854,Minniross_Jammin,76,695,2352,2023-5-10,/@minniross,minniross,Travel Requirements from Ghana to Singapore ,"['traveltiktok', 'travelvlog', 'traveltosingapore', 'travelfromghana', 'ghanatiktok🇬🇭', 'ghanatraveltips', 'ghanatravelwithoutvisa', 'travelwithoutbreakingthebank', 'visafreecountry', 'ghanatrip2023', 'singapore', 'travelrequirements', 'travelrequirementssingapore', 'getaway', 'bucketlist', 'bucketlisttravel']",1685,508,139,49,did not need a visa to travel to Singapore however there are some documents you'll need to show at the check-in point at Patoka International Airport to allow you travel one your passport it must be valid for more than 6 months to proof of book tickets a round trip ticket three proof of hotel bookings for detail travel itinerary vaccinations card sevens you are expected to have sufficient funds to cover for your visit that is 100.00DM on my Instagram at minerals or any assistance or questions,"Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Ghanaian passport holders
do not need a
to travel to Sin

Travel Requirements to
Singapore  from Ghana

Ghanaian passport holders
do not need a
to travel to Sin

Travel Requirements to
Singapore  from Ghana

Ghanaian passport holders
do not need a
to travel to Sin

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

However there are some documents you Il need
to show at the checkin point at Kotoka International airport
to allow you travel

Travel Requirements to
Singapore  from Ghana

However there are some documents you Il need
to show at the checkin point at Kotoka International airport
 to allow you travel

Travel Requirements to
Singapore  from Ghana

However there are some documents you Il need
to show at the checkin point at Kotoka International airport
to allow you travel

Travel Requirements to
Singapore  from Ghana

However there are some documents you Il need
to show at the checkin point at Kotoka International airport
to allow you travel

Travel Requirements to
Singapore  from Ghana

However there are some documents you Il need
to show at the checkin point at Kotoka International airport
to allow you travel

Travel Requirements to
Singapore  from Ghana

However there are some documents you Il need
to show at the checkin point at Kotoka International airport
to allow you travel

Travel Requirements to
Singapore  from Ghana

However there are some documents you ll need
to show at the checkin point at Kotoka International airport 
to allow you travel

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to

Singapore  from Ghana

1 YOUR PASSPORT

a
a
Sixgmonths
3 mm

os



Travel Requirements to
Singapore  from Ghana

Travel Requirements to

Singapore  from Ghana

OLS



l

Travel Requirements to
Singapore  from Ghana

Travel Requirements to

Singapore  from Ghana

1 YOUR PASSPORT
2 PROOF OF BOOKED TICKETS



Travel Requirements to

Singapore  from Ghana

1 YOUR once

2 PROOF OF BOOKER auEKEIS



_

Travel Requirements to

Singapore  from Ghana

1 vou Mssroer

2 PROOF OF BOOKED TICKETS

Travel Requirements to

Singapore  from Ghana

x  p 

1 YOUR PASSPORT

Travel Requirements to

Singapore  from Ghana

De
ETS
Travel Requirements to

Singapore  from Ghana

1 YOUR PASSPORT 
2 PROOF OF BOOKED TICKETS
3 PROOF OF HOTEL BOOKINGS

Travel Requirements to
Singapore  from Ghana

Travel Requirements to

Singapore  from Ghana

wow
i _
1 YOUR PASSPORT

Travel Requirements to

Singapore  from Ghana

wae

1 YOUR PASSPORT

Travel Requirements to

Singapore  from Ghana

Ni

oe

1 YOUR PASSRORT

9
Travel Requirements to

Singapore  from Ghana

1 YOUR PASSRORT
2 PROOF OF BOOK ED TICKETS
3 PROOF OF HOTEL BOOKINGS
Travel Requirements to

Singapore  from Ghana

1 YOUR PASSRORIT 
2 PROOF OF BOOKEDSIICKE
Travel Requirements to

Singapore  from Ghana

BZ

_
1 YOUR PASSPORT
2 PROOF OF BOOKEDJIICKETS
3 PROOF OF HOTEINBOOKINGS

ery youknow
ant to visit
Travel Requirements to

Singapore  from Ghana

va

SAW


1 YOUR PASSPORT
2 PROOF OF BOOKEDMiICK
3 PROOF OF HOTEINBOOKIN
Travel Requirements to

Singapore  from Ghana

Pies com
1 YOUR PASSPORT
2 PROOF OF BOOKEDMICKETS
3 PROOF OF HOTEISBOOKINGS

4 DETAILED TRAVEL ITINERARY
Travel Requirements to

Singapore  from Ghana

1 YOUR PASSPORT
2 PROOF OF BOOKED TICKETS
3 PROOF OF HOTEL BOOKINGS

5 YELLOW CARD
Travel Requirements to

Singapore  from Ghana

ava
way

1 YOUR PASSPORT
2 PROOF OF BOOKED WICKETS

6 COVID VACCINATIONICARD 4
Travel Requirements to

Singapore  from Ghana

DS
S NZ 2

1 YOUR PASSPORT
2 PROOF OF BOOKEDIC
3 PROOF OF HOTELBOOKINGS

4 DETAILED TRAVEL IINERARY



6 COVID VACCINATION CARD 
Travel Requirements to

Singapore  from Ghana

BNBY
NOW

1 YOUR PASSPORT
2 PROOF OF BOOKED TICKETS

Travel Requirements to

Singapore  from Ghana

iN Z
Ney

1 YOUR PASSPORT
2 PROOF OF BOOKED JIICKETS
3 PROOF OF HOTEL BOOKINGS
4 DETAILED TRAVEL ITINERARY
5 YELLOW CARD
6 COVID VACCINATION CARDS 
7 PROOF OF FUNDS
Travel Requirements to

Singapore  from Ghana

KY

MAW
1 YOUR PASSPORT
2 PROOF OF BOOKED TICKETS
3 PROOF OF HOTEL BOOKINGS
4 DETAILED TRAVED ITINERARY
5 YELLOW CARD
6 COVID VACCINATIONICARD  
7 PROOF OF FUNDS

Travel Requirements to

Singapore  from Ghana

NA

Oy
1 YOUR PASSPORT
2 PROOF OF BOOKED TICKETS
3 PROOF OF HOTEL BOOKINGS
4 DETAILED TRAVEL ITINERARY

You are expected tohave sufficient funds
to cover foryour visit

That is 100 each day
Travel Requirements to

Singapore  from Ghana

WAY
SZ

1 YOUR PASSPORT

2 PROOF OF BOOKED TICKETS
3 PROOF OF HOTEL BOOKINGS
4 DETAILED TRAVEL ITINERARY
5 YELLOW CARD
6 COVID VACCINATIONIC
7 PROOF OF FUNDS

You are expected to have sufficient funds
to cover for your visit
That is 100 each day
Travel Requirements to

Singapore  from Ghana

WAY
SAV

1 YOUR PASSPORT
2 PROOF OF BOOKED JICKETS
3 PROOF OF HOTELBOOKINGS
4 DETAILED TRAVEL ITINERARY
5 YELLOWCARD
6 COVID VAGCINATIONICARD
7 PROOF OF FUNDS

e
You are expected to have sufficient funds
to cover for your visit
That is 100 each day
Travel Requirements to

Singapore  from Ghana

ISV7
SZ

1 YOUR PASSPORT
2 PROOF OF BOOKED JICKETS
3 PROOF OF HOTEL BOOKINGS

4 DETAILED TRAVEL ITINERARY

5 YELLOW CARD
6 COVID VACCINATION CARD 
7 PROOF OF FUNDS

You are expected tol ave sufficient funds
tocover for  your visit
That is 100 each day
Travel Requirements to

Singapore  from Ghana

1 YOUR PASSPORT
2 PROOF OF BOOKED TICKETS
3 PROOF OF HOTEL BOOKINGS
4 DETAILED TRAVEL ITINERARY
5 YELLOW AGED
6 COVID VACCINATIONIEARD  
7 PROOF OF FUNDS aie
aa it a
You are expected Bale 4 sufficient funds

to cover for your visit
That is 100 each day

Travel Requirements to

Singapore  from Ghana

way
1 YOUR PASSPORT
2 PROOF OF BOOKED TICKETS
3 PROOF OF HOTEL BOOKINGS
4 DETAILED TRAVELITINERARY

You are exper tai aie sufficient funds
to cover for your visit
That is 100 each day
Travel Requirements to

Singapore  from Ghana

rN
KAZ

1 YOUR PASSPORT

2 PROOF OF BOOKEDTICKETS

3 PROOF OF HOTEL BOOKINGS

4 DETAILED TRAVEL ITINERARY

5 YELLOW CARD

6 COVID VACCINATIONTEARD 

7 PROOF OF FUNDS

You are expected t toh aye sufficient funds
to cover Fors your visit
That is 100  each day
Travel Requirements to

Singapore  from Ghana

x
NAL

1 YOUR PASSPORT

2 PROOF OF BOOKEDTICKETS
3 PROOF OF HOTEL BOOKINGS
4 DETAILED TRAVEL ITINERARY
5 YELLOW CARD
6 COVID VAECINATIONICARD

7 PROOF OF FUNDS  7

You are expected to aye sufficient funds
to cover pe  visit
That is 100 each day
Travel Requirements to

Singapore  from Ghana

NZ
1 YOUR PASSPORT
2 PROOF OF BOOKEDTICKETS

3 PROOF OF HOTEL cLtnensav
IMINER

Travel Requirements to

Singapore  from Ghana

Ay
1 YOUR PASSPORT
2 PROOF OF BOOKEDsTICKETS
3 PROOF OF HOTEL BOOKINGS
4 DETAILED TRAVEIE ITINERARY Ae
5 YELLOW CARD
6 COVID VACCINATION CARD
7 PROOF OFFUNDS a4
8 SINGAPORE ARI XIVALE

Travel Requirements to

Singapore  from Ghana

1 YOUR PASSPORT
2 PROOF OF BOOKED TICKETS
3 PROOF OF Hove RECS 300K INGS

4 DETAILED TRAVEE MINERAR
5 YELLOW CARD

8 SINGAPORE ARRIVAINCARD A
Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to
Singapore  from Ghana

Travel Requirements to

Singapore om Ghana

ee ale
Travel Requirements to

Singapore  from Ghana

CapCut
"
119,121_post,https://www.tiktok.com/@elisa_denialls/video/7225999715584707883,Danielle .,147,30.5K,515.2K,2023-4-25,/@elisa_denialls,elisa_denialls,Here’s to my impromptu trip to Singapore ! ,"['singaporevacation', 'singapore🇸🇬', 'singaporetravel']",377,186,35,3,,"ake a bus from JB Se
Woodlands

it

g public se

by City Hall for
sightseeing 

vat

aie  e
There are fewgardens with 
differentadmission tickets ae ei
FESTIVAL MARKET

MAP OF LAU PA SAT _ 

 ou Pas 
re

 5 ey
re

en 2  oe

7 National Gallefy

 Singapore a
ied Free

r Faeries 
Vehicles 

si

OS

SSS

chit

"
